X," Y"
15.440217889668464,-5.852276083698968
14.256445066290718,-4.6056400313180355
20.664278279975644,-7.242094304198018
17.864907919392323,-5.551524403858689
9.85858046381043,-2.320108491117823
0.8446875044924944,5.806599191282237
1.3264036715231917,5.2058700536613705
5.642891212218443,2.3395295849263626
15.087739145528804,-5.5517632824541465
5.85802585801561,1.111811637339824
10.333540900295816,-2.851900483095875
23.13383871924885,-10.375036011274581
2.1449907237304338,4.631673997457462
3.017327721405209,3.253147328232515
5.615764837610951,-0.49982251457855753
14.072088781585924,-5.652459922502347
11.158727003332658,-1.6024009718040197
10.197055289357031,-1.606941574135326
12.032574456155245,-2.9147774063877456
0.10677045401762086,6.395004992831495
0.3575479560053676,6.160607533997639
8.122626095836027,-1.5886815293626233
6.748621170118469,2.507145617461822
21.591846843752222,-9.237033753605719
4.287020452294188,3.3086425275339506
16.768057712184866,-6.200122285425724
7.878506336465531,-1.0820372889052807
13.001916754872994,-5.488556992430313
11.159844172698769,-3.1324312699449877
8.225568126268227,0.12189552625145872
3.5129911866267634,4.94332649213279
7.329720819896251,2.5312315950115036
8.197758071670059,0.23434131234053535
2.844527124335997,4.606808840351279
13.387374941188202,-3.8158506882196424
17.72872420294722,-7.471943369150864
5.290328849769456,3.1100732450207724
27.632715228104118,-13.463363903683288
13.968445072988938,-4.997582113297712
0.46899026258648213,6.604060257640529
22.57385890360002,-8.598731972607679
15.396430411146543,-4.5706070608690705
5.277901003907795,-0.8708491637853424
11.93472744850422,-1.8763590131797354
15.843941270133065,-9.019318182991956
27.7825594780223,-15.202058161602253
15.867605910380323,-7.494041992849947
6.943365508234681,1.7097610380603516
1.802666159627158,4.131590366868867
18.2036209000824,-3.9164994273770084
10.499884035569826,-0.7426322423529275
26.95541533649586,-13.27507191836758
3.5960036526525876,2.885713320646288
21.021078705060894,-10.884457218112207
20.114184323232553,-10.704721522170804
15.523550363022462,-5.503676117389405
17.636737054280715,-6.3845157284651375
17.5639938430623,-10.066890958837849
1.1439494752040318,5.6445725093724395
14.885536644485793,-3.903479328014331
2.669647402457027,2.0856781030386555
1.035460166926356,3.5549410437497424
25.205080872585796,-15.626757999198325
0.5841608747509195,5.436518590165629
16.5738248328916,-7.590562177725083
5.8500954676642785,2.8512529368450172
21.19923271680195,-11.184655125467895
0.874070501337691,4.5656200589838605
1.359204812623524,6.523345918854878
3.1058776902155296,3.2344662241775075
16.03486111012049,-6.017502439175974
11.51094590990803,-0.11804398850336728
7.839347467565794,1.565136395653779
6.522023210382196,1.6840892447044808
15.85053825524022,-5.161489916619921
